Timestamp,What describes you best?,What year of course are you in?,How do you specify your gender?,What's your age?,What's your Grade Point Average/Percentage till now?,Have you been assigned clinical duty till now? Select yes even if you only go and observe things. ,I can recognize my emotions as I experience them.,I lose my temper when I feel frustrated.,People have told me that I'm a good listener.,I know how to calm myself down when I feel anxious or upset.,I enjoy organizing groups.,I find it hard to focus on something over the long term.,I find it difficult to move on when I feel frustrated or unhappy.,I know my strengths and weaknesses.,I avoid conflict and negotiations.,I feel that I don't enjoy my work.,"I ask people for feedback on what I do well, and how I can improve.","I set long-term goals, and review my progress regularly.",I find it difficult to read other people's emotions.,I struggle to build rapport with others.,I use active listening skills when people speak to me.,1. This face is expressing.,2. This face is expressing.,3. This face is expressing.,4. This face is expressing.,5. This face is expressing.,6. This face is expressing.,7. This face is expressing.,8. This face is expressing.,9. This face is expressing.,10. This face is expressing.,11. This face is expressing.,12.This face is expressing.,13. This face is expressing.,14. This face is expressing.,15. This face is expressing.,1. You communicate with the patient in clear and polite manner.,2. You critically review patient's condition and identify his/her needs.,3. You anticipate the needs and follow up with patient and their family.,4. You show the ability to respond to emergency situation.,5. You communicate effectively with other team members while working.,6. You try to solve problems as they occur.,7. You feel stressed while handling emergency situations.,8. You have difficulty coping at work as time passes while in duty.,9. You  understand non verbal communication appropriately to convey your thoughts with others while on duty.,"10. You focus on patient centered communication, goals and concerns.","11. You educate the patient/family about indications, actions and side effects of patient's medications every time they seek help.",12. You provide patient care equally irrespective of their gender or age.,13. You ask pertinent questions related to patient condition and care.,14. You feel mentally exhausted after completing the clinical duty.,15. How do you rate your performance in clinical duty.(Rate out of 10),Thank you for giving your time. Take care of yourself and your family in these hard times. Wishing you all the best in your future endeavors.
11/1/2020 17:28:17,MBBS student,5,Male,27,61.20%,Yes,Always,Sometimes,Most of the time,Most of the time,Always,Sometimes,Sometimes,Always,Most of the time,Sometimes,Always,Most of the time,Rarely,Rarely,Always,Embarrassment,Happiness,Anger,Amusement,Pride,Surprise,Disgust,Pain,Flirtatiousness,Shame,Interest,Excitement,Interest,Disgust,Contempt,Always,Most of the time,Always,Always,Always,Always,Rarely,Never,Most of the time,Always,Always,Always,Always,Sometimes,7,
11/1/2020 17:28:47,MBBS student,1,Male,20,50,Yes,Rarely,Most of the time,Sometimes,Sometimes,Always,Sometimes,Most of the time,Most of the time,Always,Rarely,Rarely,Sometimes,Most of the time,Sometimes,Sometimes,Embarrassment,Politeness,Anger,Shame,Pride,Surprise,Disgust,Disgust,Love,Shame,Compassion,Amusement,Interest,Disgust,Desire,Most of the time,Always,Most of the time,Frequently,Most of the time,Most of the time,Always,Sometimes,Sometimes,Rarely,Always,Always,Always,Always,8,Thank you
11/1/2020 17:29:13,MBBS student,1,Male,20,50,Yes,Rarely,Most of the time,Sometimes,Sometimes,Always,Sometimes,Most of the time,Most of the time,Always,Rarely,Rarely,Sometimes,Most of the time,Sometimes,Sometimes,Embarrassment,Politeness,Anger,Shame,Pride,Surprise,Disgust,Disgust,Love,Shame,Compassion,Amusement,Interest,Disgust,Desire,Most of the time,Always,Most of the time,Frequently,Most of the time,Most of the time,Always,Sometimes,Sometimes,Rarely,Always,Always,Always,Always,8,Thank you
11/1/2020 17:36:46,MBBS student,1,Male,20,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2020 18:30:14,MBBS student,1,Male,19,Don'T know,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020 15:40:45,Nursing student,4,Female,20,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020 15:41:10,Nursing student,3,Female,20,72%,Yes,Always,Most of the time,Always,Most of the time,Never,Never,Sometimes,Always,Most of the time,Sometimes,Always,Rarely,Always,Most of the time,Most of the time,Fear,Happiness,Anger,Embarrassment,Pride,Surprise,Disgust,Pain,Love,Shame,Compassion,Excitement,Happiness,Disgust,Desire,Always,Most of the time,Always,Always,Always,Most of the time,Always,Always,Always,Always,Always,Always,Always,Never,9,
11/8/2020 15:42:29,Nursing student,3,Male,20,73,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020 15:45:00,MBBS student,4,Female,21,B,Yes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Surprise,Happiness,Anger,Shame,Excitement,Compassion,Shame,Disgust,Love,Pain,Interest,Excitement,Interest,Shame,Love,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rate out of 10,
11/8/2020 15:45:42,Nursing student,4,Female,20,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020 15:45:43,Nursing student,2,Female,20,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020 15:52:15,Nursing student,4,Female,20,50%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020 15:53:07,Nursing student,3,Female,22,79,Yes,Most of the time,Sometimes,Sometimes,Rarely,Frequently,Most of the time,Most of the time,Always,Always,Never,Sometimes,Sometimes,Most of the time,Sometimes,Always,Fear,Happiness,Anger,Shame,Pride,Surprise,Contempt,Disgust,Love,Pain,Sadness,Amusement,Interest,Disgust,Contempt,Always,Most of the time,Sometimes,Sometimes,Most of the time,Always,Most of the time,Sometimes,Sometimes,Always,Most of the time,Always,Most of the time,Sometimes,7,Thanks 
11/8/2020 15:53:54,Nursing student,3,Female,22,72,Yes,Most of the time,Rarely,Most of the time,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Always,Always,Never,Always,Always,Embarrassment,Happiness,Anger,Amusement,Pride,Surprise,Disgust,Disgust,Desire,Shame,Sadness,Surprise,Interest,Sadness,Desire,Always,Always,Most of the time,Most of the time,Always,Always,Sometimes,Rarely,Most of the time,Always,Most of the time,Always,Most of the time,Never,8,Welcome
11/8/2020 16:00:13,Nurse,4,Female,20,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020 16:17:52,Nursing student,3,Male,21,80%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020 16:19:33,Nursing student,4,Female,22,82,Yes,Most of the time,Most of the time,Always,Sometimes,Most of the time,Frequently,Sometimes,Always,Always,Never,Most of the time,Always,Never,Never,Always,Surprise,Happiness,Disgust,Amusement,Pride,Surprise,Contempt,Disgust,Love,Pain,Compassion,Excitement,Interest,Disgust,Desire,Always,Most of the time,Always,Always,Always,Always,Rarely,Never,Always,Always,Always,Always,Always,Rarely,9,Thanks
11/8/2020 16:29:58,Nursing student,3,Female,20,71%,Yes,Sometimes,Most of the time,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,Most of the time,Always,Sometimes,Fear,Happiness,Anger,Shame,Pride,Surprise,Contempt,Disgust,Love,Shame,Sadness,Excitement,Happiness,Sadness,Contempt,Always,Always,Always,Most of the time,Always,Always,Sometimes,Sometimes,Rarely,Most of the time,Always,Always,Always,Rarely,9,Thank you so much🙂
11/8/2020 16:42:53,Nursing student,2,Female,19,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020 16:55:57,Nursing student,3,Female,20,83.40%,Yes,Always,Never,Most of the time,Always,Always,Sometimes,Sometimes,Always,Always,Rarely,Always,Always,Sometimes,Sometimes,Always,Fear,Happiness,Anger,Shame,Pride,Surprise,Disgust,Pain,Love,Pain,Sadness,Excitement,Happiness,Disgust,Contempt,Always,Always,Always,Frequently,Always,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Always,Always,Always,Most of the time,8,Thank you
11/8/2020 17:11:09,Nursing student,4,Male,18,,Yes,Most of the time,Frequently,Always,Always,Most of the time,Always,Most of the time,Always,Always,Never,Most of the time,Always,Most of the time,Always,Most of the time,Surprise,Happiness,Pain,Sadness,Pride,Surprise,Disgust,Disgust,Love,Anger,Compassion,Excitement,Interest,Sadness,Disgust,Sometimes,Frequently,Rarely,Frequently,Always,Most of the time,Most of the time,Always,Most of the time,Most of the time,Sometimes,Most of the time,Rarely,Frequently,5,
11/8/2020 17:17:07,Nurse,,Female,32,80,Yes,Always,Sometimes,Always,Frequently,Rarely,Sometimes,Sometimes,Always,Most of the time,Frequently,Frequently,Frequently,Sometimes,Sometimes,Always,Fear,Happiness,Anger,Embarrassment,Pride,Surprise,Contempt,Disgust,Love,Pain,Sadness,Excitement,Interest,Sadness,Desire,Always,Frequently,Sometimes,Rarely,Always,Frequently,Frequently,Never,Most of the time,Most of the time,Frequently,Most of the time,Frequently,Sometimes,3,
11/8/2020 17:23:51,Nursing student,3,Male,21,72,Yes,Frequently,Most of the time,Rarely,Sometimes,Rarely,Rarely,Sometimes,Always,Most of the time,Sometimes,Most of the time,Never,Most of the time,Sometimes,Sometimes,Embarrassment,Happiness,Pain,Sadness,Pride,Surprise,Contempt,Disgust,Love,Pain,Interest,Amusement,Surprise,Sadness,Contempt,Most of the time,Always,Never,Sometimes,Sometimes,Most of the time,Most of the time,Rarely,Most of the time,Most of the time,Most of the time,Always,Most of the time,Sometimes,7,It's my pleasure 
11/8/2020 18:03:36,Nursing student,3,Female,21,,Yes,Always,Most of the time,Sometimes,Most of the time,Rarely,Rarely,Always,Most of the time,Rarely,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Embarrassment,Politeness,Anger,Shame,Pride,Surprise,Contempt,Disgust,Love,Shame,Sadness,Amusement,Interest,Sadness,Contempt,Always,Frequently,Never,Always,Always,Most of the time,Sometimes,Never,Always,Always,Always,Never,Sometimes,Sometimes,9,Thanks
11/8/2020 19:18:55,Nursing student,4,Female,20,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020 19:21:09,Doctor,4,Male,20,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020 20:17:14,Nursing student,2,Female,21,Average ,Yes,Most of the time,Rarely,Always,Most of the time,Always,Rarely,Rarely,Most of the time,Most of the time,Never,Sometimes,Always,Sometimes,Always,Always,Fear,Happiness,Anger,Amusement,Contempt,Surprise,Sadness,Disgust,Flirtatiousness,Pain,Compassion,Amusement,Interest,Sadness,Disgust,Always,Always,Always,Always,Always,Always,Always,Never,Most of the time,Always,Always,Always,Always,Sometimes,10,Thank you 
11/8/2020 22:05:02,Nurse,2,Male,20,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2020 7:00:03,Nursing student,3,Female,21,83,Yes,Most of the time,Sometimes,Sometimes,Always,Most of the time,Most of the time,Sometimes,Always,Always,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Fear,Happiness,Anger,Shame,Pride,Surprise,Disgust,Anger,Flirtatiousness,Shame,Sadness,Excitement,Happiness,Shame,Love,Always,Always,Most of the time,Always,Always,Most of the time,Sometimes,Sometimes,Always,Most of the time,Always,Always,Most of the time,Always,8,
11/12/2020 20:56:02,Nursing student,3,Female,23,79,Yes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Never,Always,Always,Sometimes,Most of the time,Most of the time,Sadness,Happiness,Sadness,Embarrassment,Excitement,Interest,Contempt,Disgust,Love,Shame,Anger,Surprise,Happiness,Disgust,Love,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Always,Most of the time,Most of the time,Sometimes,Always,Most of the time,Always,5,fin
